orth phon sense pos gender asp dic_name usg etym_lang
срочность СР'ОЧНОСТЬ " к Ср'очный " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
срубка СР'УБКА " к Срубить - срубать " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
ссадина СС'АДИНА " Неглубокая ранка на теле; место, где оцарапана, содрана кожа. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
ссака СС'АКА " Моча. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
ссачка СС'АЧКА " к Ссака. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
ссора СС'ОРА " Состояние взаимной вражды, серьёзная размолвка; взаимная перебранка. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
ссуда СС'УДА " Заём, предоставленный какой-л. организации или отдельному лицу. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
ссутуленный ССУТ'УЛЕННЫЙ " Сгорбленный, согнутый " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
ссылка СС'ЫЛКА " к Сосл'ать - ссыл'ать. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
ссылка СС'ЫЛКА " Пребывание на поселении в качестве ссыльного; время такого пребывания. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
ссылка СС'ЫЛКА " к Сосл'аться - ссыл'аться. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
ссыпка СС'ЫПКА " к Сс'ыпать - ссып'ать " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стабилизация СТАБИЛИЗ'АЦИЯ " к Стабилиз'ировать и Стабилиз'ироваться. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стабильный СТАБ'ИЛЬНЫЙ " Устройство в виде рамы, коробки и т.п., служащее для установления каких-л. орудий, механизмов или для закрепления чего-л. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стабильный СТАБ'ИЛЬНЫЙ " Составная часть чего-л. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
ставка СТ'АВКА " Место расположения высшего военноначальника, стратегического руководства во время войны. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
ставка СТ'АВКА " Высший орган руководства вооружёнными силами во время войны. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
ставка СТ'АВКА " сумма денег, которую игрок вкладывает в игру и теряет при проигрыше. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
ставка СТ'АВКА " Расчёт, ориентация в своих действиях, поступках, планах на кого-, что-л. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
ставка СТ'АВКА " Размер заработной платы; оклад. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
ставрида СТАВР'ИДА " Морская промысловая рыба отряда окунеобразных. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
ставропигия СТАВРОП'ИГИЯ " (=ставропигия). " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стагнация СТАГН'АЦИЯ " Отсутствие развития, застой в сфере производства, торговли и т.п. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стагфляция СТАГФЛ'ЯЦИЯ " Состояние экономики страны, группы стран, характеризующееся сочетанием застоя, спада производства, роста безработицы и инфляции. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None англ.
стадиальный СТАДИ'АЛЬНЫЙ " Происходящий по стадиям, имеющий стадии. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стадия СТ'АДИЯ " Период в развитии чего-л., имеющий свои качественные особенности; ступень, этап, фаза. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стадный СТ'АДНЫЙ " Живущий в стаде, собирающийся в стадо " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стажировка СТАЖИР'ОВКА " Прохождение испытательного срока работы " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стайка СТ'АЙКА " Помещение для домашнего скота; хлев. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
сталинщина СТ'АЛИНЩИНА " =Сталинизм. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
сталь СТАЛЬ " Твёрдый, ковкий металл серебристо-серого цвета, сплав железа с углеродом и другими упрочняющими элементами. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None нем.
стамеска СТАМ'ЕСКА " Столярный и плотничий инструмент состоящий из насаженной на рукоятку стальной, заточенной с одного конца пластинки. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None нем.
стамуха СТАМ'УХА " Большая льдина, занесённая морским течением на отмель. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стандартизация СТАНДАРТИЗ'АЦИЯ " Установление единых обязательных образцов для чего-л. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стандартный СТАНД'АРТНЫЙ " к Стандарт " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
станина СТАН'ИНА " Неподвижная часть машины, основание, на котором монтируются ее рабочие узлы и механизмы. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
станица СТАН'ИЦА " (начальник казачьей станицы). " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
станция СТ'АНЦИЯ " Пункт остановки железнодорожных поездов и других транспортных средств, курсирующих по определенному маршруту. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
станция СТ'АНЦИЯ " Расстояние между двумя ближайшими остановками железнодорожного пути; перегон. " " сущ. " " ж. " None "Толковый словарь Кузнецова" разг. None
станция СТ'АНЦИЯ " Специальное учреждение, предприятие, предоставляющее те или иные услуги населению. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
станция СТ'АНЦИЯ " Научное учреждение, ведущее исследовательскую работу. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
старательный СТАР'АТЕЛЬНЫЙ " Выполняющий работу, дело со старанием; усердный, прилежный. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
старина СТАРИН'А " Прежние, давно прошедшие времена. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
старина СТАРИН'А " События, обычаи, порядки и т.п. давних времен. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
старина СТАРИН'А " То, что создано в давние времена и существует с тех пор. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
старинный СТАР'ИННЫЙ " Созданный, возникший в старину. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
старинный СТАР'ИННЫЙ " Живший в старину. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
старинный СТАР'ИННЫЙ " Существующий долгое время; давний, старый. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
старица СТ'АРИЦА " Старое русло реки. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
старка СТ'АРКА " Сорт выдержанной крепкой водки. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None польск.
староватый СТАРОВ'АТЫЙ " Несколько старый " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стародавний СТАРОД'АВНИЙ " Давно минувший, давно прошедший. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стародавний СТАРОД'АВНИЙ " Живший в давние, старые времена. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
старозаветный СТАРОЗАВ'ЕТНЫЙ " Относящийся к Старому (Ветхому) завету Библии. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
старозаветный СТАРОЗАВ'ЕТНЫЙ " Придерживающийся старых взглядов, правил; живущий по старым обычаям. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
старомодный СТАРОМ'ОДНЫЙ " Сделанный, изготовленный по старой моде, старого фасона, образца " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
старомодный СТАРОМ'ОДНЫЙ " Свойственный прошлому, принятый в старое время; устарелый. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
старообразный СТАРООБР'АЗНЫЙ " Имеющий старческий облик, со следами старости " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
старорежимный СТАРОРЕЖ'ИМНЫЙ " Относящийся к старому, царскому режиму, сформировавшийся в дореволюционный период. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
старостиха СТ'АРОСТИХА " Жена старосты " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
старость СТ'АРОСТЬ " Наступающий после зрелости возрастной период жизни, в который происходит постепенное ослабление дятельности организма. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
старуха СТАР'УХА " Женщина, достигшая старости. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
старушенция СТАРУШ'ЕНЦИЯ " Старая женщина, старуха. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
старушка СТАР'УШКА " к Стар'уха. " " сущ. " " ж. " None "Толковый словарь Кузнецова" ласк. None
статика СТ'АТИКА " Раздел механики, изучающий условия равновесия тел под действием сил. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None греч.
статика СТ'АТИКА " Отсутствие движения, неподвижность " " сущ. " " ж. " None "Толковый словарь Кузнецова" None греч.
статистика СТАТ'ИСТИКА " Наука, собирающая, обрабатывающая и анализирующая количественные показатели развития жизни общества во всём её многообразии " " сущ. " " ж. " None "Толковый словарь Кузнецова" None нем.
статистика СТАТ'ИСТИКА " Количественный учёт в какой-л. области народного хозяйства, общественной жизни, осуществляемый методами этой науки; данные этого учёта. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None нем.
статичный СТАТ'ИЧНЫЙ " Такой, в котором нет движения, действия, развития. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
статный СТ'АТНЫЙ " Хорошо, пропорционально сложенный, стройный. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
статс-дама СТАТС-Д'АМА " Старшая придворная дама в свите императрицы или великой княгини. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None голл.
статуарный СТАТУ'АРНЫЙ " Представляющий собой статую, имеющий вид статуи. " " сущ. " " ж. " None "Толковый словарь Кузнецова" иск. None
статуарный СТАТУ'АРНЫЙ " Используемый для статуй. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
статуэтка СТАТУ'ЭТКА " Небольшая скульптурная фигурка, обычно служащая комнатным украшением. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None франц.
статуя СТ'АТУЯ " Скульптурное изображение человека или животного " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стать СТАТЬ " Подобен чему-л., похож на что-л. " " сущ. " " ж. " None "Толковый словарь Кузнецова" разг. None
стать СТАТЬ " Особенность сложения тела, ног животного " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стать СТАТЬ " Характер, склад. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стать СТАТЬ " Надобность, нужда, необходимость. " " сущ. " " ж. " None "Толковый словарь Кузнецова" разг. None
статья СТАТЬ'Я " Научное, публицистическое, научно-популярное сочинение небольшого размера в сборнике, журнале или газете. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None греч.
статья СТАТЬ'Я " Самостоятельный раздел, параграф в юридическом документе, описи, словаре и т.п. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None греч.
статья СТАТЬ'Я " Раздел финансового документа, бюджета, содержащий наименование источника дохода или основание расхода; вид расходования или дохода. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None греч.
стация СТ'АЦИЯ " Места обитания совокупности особей одного вида, используемые постоянно или в ограниченный период. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стачка СТ'АЧКА " Организованное массовое прекращение работы; забастовка. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стачка СТ'АЧКА " к Стач'ать - ст'ачивать. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стая СТ'АЯ " Группа животных одного вида " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стая СТ'АЯ " Большая группа людей. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стволистый СТВОЛ'ИСТЫЙ " Имеющий большое число стволов " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стволистый СТВОЛ'ИСТЫЙ " Имеющий ровные высокие стволы и высоко расположенные ветви " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
створка СТВ'ОРКА " Закрывающаяся и открывающаяся часть или половина какого-л. предмета. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
створка СТВ'ОРКА " Каждая из двух половинок раковины некоторых беспозвоночных. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стёганка СТёГАНКА " Стёганая ватная куртка; ватник. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стёжка СТёЖКА " к Стег'ать " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стёжка СТёЖКА " Оставленный на чём-л. заметном след. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стезя СТЕЗ'Я " Путь, дорога. " " сущ. " " ж. " None "Толковый словарь Кузнецова" трад.-поэт. None
стека СТ'ЕКА " Деревянный, костяной или металлический инструмент при лепке из глины и других мягких материалов с расширенными в виде лопатки концами. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None итал.
стекловата СТЕКЛОВ'АТА " Лёгкий теплоизоляционный материал из стеклянных волокон. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стекловатый СТЕКЛОВ'АТЫЙ " Состоящий из стекла, содержащий стекло " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стеклография СТЕКЛОГР'АФИЯ " Воспроизведение машинописного текста или вычерченных специальными чернилами иллюстраций с помощью стеклянной печатной формы с пробельными участками, невосприимчивыми к краске " " сущ. " " ж. " None "Толковый словарь Кузнецова" None греч.
стекломасса СТЕКЛОМ'АССА " Однородная жидкая масса, получаемая при плавлении кварцевого песка; стеклянная масса. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стеклонить СТЕКЛОН'ИТЬ " Нить, полученная из стеклянного волокна. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стеклопосуда СТЕКЛОПОС'УДА " Изделия из стекла " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стеклотара СТЕКЛОТ'АРА " для продажи в них продуктов. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стеклоткань СТЕКЛОТК'АНЬ " Материал из стекловолокна для изготовления стеклопластиков. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стеклянница СТЕКЛ'ЯННИЦА " Бабочка с прозрачными крыльями, вредитель деревьев и кустарников. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стекляшка СТЕКЛ'ЯШКА " Кусочек стекла; небольшое изделие или украшение из стекла. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стекляшка СТЕКЛ'ЯШКА " =Стекл'о " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стела СТ'ЕЛА " Вертикально стоящая каменная плита с надписью или рельефным изображением для увековечивания кого-, чего-л. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None греч.
стеллярия СТЕЛЛ'ЯРИЯ " =Звездчатка. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стелька СТ'ЕЛЬКА " Пьян совершенно, до бесчувствия. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стельная СТ'ЕЛЬНАЯ " Вынашивающая в себе плод " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стена СТЕН'А " Вертикальная часть здания, служащая для поддрежания перекрытий и разделения помещения на части. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стена СТЕН'А " Вертикальная боковая поверхность чего-л. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стена СТЕН'А " Высокая ограда " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стена СТЕН'А " О здании, помещении, внутри которого что-л. размещается, кто-л. находится или что-л. происходит. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стена СТЕН'А " То, что отделяет, разделяет кого-, что-л., является препятствием к общению, единению кого-л. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стена СТЕН'А " Тесный ряд или сплошная масса чего-л., образующие завесу, преграду и т.п. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стенгазета СТЕНГАЗ'ЕТА " Стенная газета; рукописное или машинописное издание, вывешиваемое в помещении того учреждения, учебного заведения, общественной организации и т.п., в котором его готовят " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стенка СТ'ЕНКА " =Стен'а " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стенка СТ'ЕНКА " Комлект, набор мебели, сконструированный для размещения её вдоль стены квартиры. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стенограмма СТЕНОГР'АММА " =Стенографист. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None греч.
стенография СТЕНОГР'АФИЯ " Способ быстрой записи устной речи посредством особой системы знаков и сокращений слов и сочетаний. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None греч.
стенокардия СТЕНОКАРД'ИЯ " в центре или левой половине грудной клетки и чувстве страха, слабости; грудная жаба. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None греч.
стенопись СТ'ЕНОПИСЬ " Стенная живопись, роспись стен. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стеньга СТЕНЬГ'А " Наставная часть мачты, являющаяся продолжением её в высоту. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None голл.
степенный СТЕП'ЕННЫЙ " Рассудительный, серьёзный, солидный, основательный. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
степенный СТЕП'ЕННЫЙ " Свойственный такому человеку. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
степенный СТЕП'ЕННЫЙ " Размеренный, упорядоченный, исполненный сдержанности. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
степень СТ'ЕПЕНЬ " Очень, крайне. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
степень СТ'ЕПЕНЬ " Мера, предел; отношение. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
степень СТ'ЕПЕНЬ " Уровень, ступень, на которой находится, которой достигает кто-, что-л. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
степень СТ'ЕПЕНЬ " Разряд, категория, класс. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
степень СТ'ЕПЕНЬ " Служебный ранг, чин, положение на социальной, профессиональной лестнице. " " сущ. " " ж. " None "Толковый словарь Кузнецова" разг. None
степень СТ'ЕПЕНЬ " Учёное звание. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
степь СТЕПЬ " Совсем не о том шла речь, невпопад, не к месту. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стерва СТ'ЕРВА " Подлый, мерзкий человек " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стервоза СТЕРВ'ОЗА " =Стерва. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стервятина СТЕРВ'ЯТИНА " Мясо дохлого животного; падаль. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стереоаппаратура СТЕРЕОАППАРАТ'УРА " Фото-, кино-, радиоаппаратура со стереоскопическим или стереофоническим эффектом. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стереография СТЕРЕОГР'АФИЯ " Перспективное изображение геометрических тел на плоскости. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None греч.
стереозапись СТЕРЕОЗ'АПИСЬ " Магнтофонная запись, записывание музыки со стереофоническим звучанием. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стереозапись СТЕРЕОЗ'АПИСЬ " Съёмка фильма со стереоскопическим эффектом. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стереозапись СТЕРЕОЗ'АПИСЬ " Магнитофонная пленка со стереофоническим звучанием. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стереокассета СТЕРЕОКАСС'ЕТА " Магнитофонная кассета со стереофоническим звучанием. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стереометрия СТЕРЕОМЕТР'ИЯ " Раздел элементарной геометрии, в котором изучаются фигуры в пространстве. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None греч.
стереооткрытка СТЕРЕООТКР'ЫТКА " Открытка со стереоскопическим покрытием. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стереосистема СТЕРЕОСИСТ'ЕМА " Совокупность звукозаписывающей и звуковоспроизводящей стереоаппаратуры. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стереоскопичный СТЕРЕОСКОП'ИЧНЫЙ " =Стереоскопический " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стереотипизация СТЕРЕОТИПИЗ'АЦИЯ " шаблонность, трафаретность. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стереотипия СТЕРЕОТ'ИПИЯ " Изготовление стереотипов; способ печатания с них. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стереотипный СТЕРЕОТ'ИПНЫЙ " к Стереот'ип и Стереот'ипия " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стереотруба СТЕРЕОТРУБ'А " Перископический оптический прибор, дающий стереоскопическое 10-20-кратное увеличение наблюдаемого и предназначенный для наблюдения из-за укрытия. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стереофония СТЕРЕОФОН'ИЯ " Передача или воспроизведение звука, дающие возможность определить направление звучания и расположение источника звука в пространстве. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None греч.
стереофотография СТЕРЕОФОТОГР'АФИЯ " Фотография со стеореоскопическим эффектом. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стереохимия СТЕРЕОХ'ИМИЯ " Учение о пространственном расположении молекул и влияние его на физические свойства и на направление и скорость реакций. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стерилизация СТЕРИЛИЗ'АЦИЯ " Уничтожение микроорганизмов различных веществ и предметов действием высоких температур, химических веществ, фильтрацией в пищевых продуктах, на хирургических инструментах, перевязочном материале. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стерильный СТЕР'ИЛЬНЫЙ " Такой, в котором или на котором нет микроорганизмов. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стёрка СТёРКА " Стирательная резинка. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стерлядь СТ'ЕРЛЯДЬ " Крупная промысловая рыба сем. осетровых, с мясом высокого класса. " " сущ. " " ж. " None "Толковый словарь Кузнецова" уменьш.-ласк. None
стерляжина СТЕРЛ'ЯЖИНА " Мясо стерляди как пища. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стерня СТЕРН'Я " Сжатое поле; жнивьё. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стёртый СТёРТЫЙ " Повреждённый трением или истончившийся от трения, долгого употребления и т.п.  " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стеснительный СТЕСН'ИТЕЛЬНЫЙ " Робкий, застенчивый, стесняющийся. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стигма СТ'ИГМА " клеймо на теле раба или преступника. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None греч.
стигма СТ'ИГМА " Кровавые язвы, струпья, выставляемые напоказ религиозным фанатиком. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None греч.
стигма СТ'ИГМА " Общее название различных кожных язвенных заболеваний. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None греч.
стилизация СТИЛИЗ'АЦИЯ " к Стилизов'ать. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стилизация СТИЛИЗ'АЦИЯ " Воссоздание колорита какой-л. эпохи в образах стилевых особенностях литературного произведения. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стилизованный СТИЛИЗ'ОВАННЫЙ " Представляющий собой результат стилизации, несущий черты стилизации " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стилистика СТИЛ'ИСТИКА " Учение о стиле (стилях) речи. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стилистика СТИЛ'ИСТИКА " Свойства и выразительные средства языка художественного произведения. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стилистика СТИЛ'ИСТИКА " Отдел теории литературы, изучающий стили и стилистические средства литературных произведений. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стильный СТ'ИЛЬНЫЙ " Выдержанный в определённом стиле " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стильный СТ'ИЛЬНЫЙ " Свойственный стиляге, выделяющийся новизной моды. " " сущ. " " ж. " None "Толковый словарь Кузнецова" разг. None
стимуляция СТИМУЛ'ЯЦИЯ " Усиление, активизация деятельности отдельного органа или какой-л. системы в организме с помощью различных средств " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стипендия СТИП'ЕНДИЯ " Регулярное денежное пособие, выдаваемое государством, общественным фондом, частной организацией учащимся в специальных учебных заведениях и на курсах с отрывом от производства. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стихийный СТИХ'ИЙНЫЙ " к Стих'ия " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стихийный СТИХ'ИЙНЫЙ " Отмеченный чертами стихии, слепой, бессознательный. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стихийный СТИХ'ИЙНЫЙ " Сильный и непроизвольный, не подчиняющийся воле, рассудку " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стихира СТИХ'ИРА " Песнопение на библейский сюжет, мотив, исполняемое в церкви. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None греч.
стихия СТИХ'ИЯ " Явление природы, обладающее часто разрушительной силой, которой человек не в состоянии противостоять или покоряемой с большим трудом; сфера, среда его проявления. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None греч.
стихия СТИХ'ИЯ " один из основных элементов природы " " сущ. " " ж. " None "Толковый словарь Кузнецова" None греч.
стихия СТИХ'ИЯ " Могучее, слепое чувство или инстинкт, подсознательное начало у человека. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None греч.
стихия СТИХ'ИЯ " Явление общественной жизни, не поддающееся регулирующему воздействию людей, общества. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None греч.
стлань СТЛАНЬ " То, что постлано; то, что лежит слоем на поверхности чего-л. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стоимость СТ'ОИМОСТЬ " Выраженная в деньгах ценность чего-л. или величина затрат на что-л. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стойка СТ'ОЙКА " положение тела стоящего человека, при котором корпус неподвижен и прям, грудь расправлена, руки опущены и прижаты к бокам, ноги выпрямлены и сдвинуты. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стойка СТ'ОЙКА " Исходное положение спортсмена, занимаемое конкретно в каждом виде спорта. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стойка СТ'ОЙКА " Положение тела головой вниз, при котором опорой являются руки или голова, а ноги подняты вверх и выпрямлены. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стойка СТ'ОЙКА " Вертикальный брус, стержень, служащий опорой для чего-л. в каком-л. сооружении. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
стойка СТ'ОЙКА " Приспособление, подставка для поддерживания и хранения в стоячем положении некоторых предметов. " " сущ. " " ж. " None "Толковый словарь Кузнецова" None None
